Date,Open,High,Low,Close,Adj Close,Volume
12/4/2018,8600,8600,8425,8525,7779.402344,50127600
12/5/2018,8400,8475,8250,8325,7596.894043,28909900
12/6/2018,8200,8250,8050,8100,7391.571777,55894200
12/7/2018,8100,8275,8075,8225,7505.639648,58677800
12/10/2018,8075,8175,8050,8150,7437.200195,23912000
12/11/2018,8150,8250,8150,8150,7437.200195,34673200
12/12/2018,8275,8275,8200,8250,7528.453613,23533500
12/13/2018,8300,8625,8275,8450,7710.961426,57420600
12/14/2018,8500,8500,8400,8450,7710.961426,36739100
12/17/2018,8450,8450,8250,8300,7574.080566,37179000
12/18/2018,8200,8375,8200,8375,7642.520996,27136700
12/19/2018,8350,8450,8325,8425,7688.147461,29886700
12/20/2018,8325,8525,8325,8475,7733.774902,24652800
12/21/2018,8450,8450,8300,8425,7688.147461,31157200
12/24/2018,8425,8425,8425,8425,7688.147461,0
12/25/2018,8425,8425,8425,8425,7688.147461,0
12/26/2018,8250,8300,8125,8125,7414.385742,19355100
12/27/2018,8300,8325,8175,8225,7505.639648,25748300
12/28/2018,8275,8400,8225,8225,7505.639648,24480400
12/31/2018,8225,8225,8225,8225,7505.639648,0
1/1/2019,8225,8225,8225,8225,7505.639648,0
1/2/2019,8200,8275,8125,8200,7482.826172,14014100
1/3/2019,8100,8400,8100,8375,7642.520996,25148400
